,business_id,cat
26175,167356,3
26219,99840,3
26227,177800,3
26261,46245,3
26275,32607,3
26335,178531,3
26373,50149,3
26440,184553,3
26455,79427,3
26471,187612,3
26504,66067,3
26568,158389,3
26626,141446,3
26665,73634,3
26678,20436,3
26729,55261,3
26774,135748,3
26786,155225,3
26853,152008,3
26936,184610,3
26939,46000,3
26951,106255,3
26957,110372,3
27001,157483,3
27051,24013,3
27083,118697,3
27112,183052,3
27137,158962,3
27151,91397,3
27214,51621,3
27282,79402,3
27327,71414,3
27358,10784,3
27377,84039,3
27411,186390,3
27446,189939,3
27550,109517,3
27562,6548,3
27600,35448,3
27650,145600,3
27734,80071,3
27792,111541,3
27803,86740,3
27807,641,3
27816,95331,3
27822,20441,3
27831,18056,3
27871,38631,3
27925,75479,3
27951,95016,3
27972,176080,3
27980,140917,3
28015,172059,3
28019,155900,3
28117,170688,3
28194,48276,3
28249,75252,3
28323,114123,3
28398,446,3
28457,117745,3
28460,158739,3
28489,121781,3
28511,136150,3
28545,98415,3
28658,88376,3
28720,146831,3
28737,81948,3
28788,60306,3
28795,53392,3
28800,31791,3
28835,62348,3
28844,4337,3
28863,112342,3
28941,39306,3
29007,182993,3
29015,76927,3
29021,124806,3
29026,47647,3
29072,87696,3
29117,117836,3
29151,58465,3
29163,34528,3
29171,154608,3
29233,89106,3
29242,171634,3
29274,21908,3
29277,185404,3
29319,176568,3
29322,20158,3
29325,156956,3
29360,143849,3
29378,79877,3
29389,54611,3
29431,17220,3
29440,45603,3
29518,134495,3
29578,143421,3
29641,41783,3
29692,151399,3
29714,178678,3
29746,36575,3
29756,25060,3
29768,139650,3
29805,147556,3
29813,159275,3
29823,189447,3
29885,132281,3
29905,127667,3
29931,132368,3
29970,67466,3
29973,125335,3
30033,95218,3
30053,49132,3
30057,76906,3
30062,120015,3
30072,75622,3
30084,35790,3
30090,129347,3
30105,109630,3
30109,50416,3
30271,108866,3
30297,130261,3
30302,20378,3
30385,135531,3
30405,136116,3
30420,117446,3
30533,167867,3
30577,8920,3
30647,90668,3
30666,146707,3
30719,81298,3
30742,71307,3
30752,22752,3
30764,7417,3
30806,71848,3
30820,58108,3
30833,119872,3
30857,5806,3
30944,88057,3
30947,133223,3
30993,169652,3
31016,91348,3
31043,37837,3
31104,98203,3
31169,120993,3
31175,144018,3
31183,176265,3
31214,34752,3
31280,161763,3
31323,39335,3
31359,136812,3
31402,66744,3
31449,154237,3
31456,92354,3
31476,18215,3
31612,15171,3
31657,60409,3
31717,14040,3
31821,124902,3
31854,139559,3
31867,13565,3
31934,172498,3
31994,79119,3
32038,156247,3
32071,159038,3
32142,34020,3
32160,103640,3
32190,84655,3
32199,55433,3
32261,168751,3
32312,77709,3
32316,114395,3
32319,125881,3
32352,176061,3
32355,22065,3
32359,171504,3
32405,187375,3
32418,186471,3
32437,109084,3
32459,181693,3
32496,164863,3
32507,63867,3
32523,53887,3
32610,12891,3
32649,99342,3
32677,191310,3
32707,65118,3
32746,131711,3
32780,112573,3
32787,38088,3
32823,88025,3
32852,149480,3
32902,1635,3
32993,62953,3
33028,41233,3
33046,175617,3
33133,170500,3
33141,46228,3
33185,115300,3
33206,136976,3
33209,99830,3
33245,160761,3
33295,154896,3
33346,76820,3
33350,10720,3
33384,172786,3
33395,55132,3
33401,99937,3
33414,127371,3
33453,118984,3
33465,183261,3
33470,49031,3
33480,116222,3
33498,41453,3
33506,6593,3
33514,58716,3
33550,172455,3
33601,67781,3
33606,92623,3
33666,36405,3
33685,134068,3
33713,71407,3
33728,84230,3
33777,64181,3
33781,141100,3
33815,125198,3
33838,45539,3
33943,174813,3
33979,164494,3
34019,59159,3
34048,151031,3
34076,121361,3
34122,25344,3
34126,67756,3
34129,117528,3
34148,166324,3
34180,183387,3
34193,120608,3
34274,118332,3
34291,97502,3
34298,53978,3
34360,51589,3
34380,8589,3
34407,120714,3
34425,3375,3
34437,127301,3
34457,184701,3
34465,173419,3
34499,66489,3
34569,79909,3
34623,109863,3
34648,57945,3
34689,102470,3
34695,60164,3
34739,42594,3
34742,121219,3
34750,175443,3
34755,135998,3
34766,147780,3
34844,145837,3
34892,92089,3
34908,73520,3
34937,134148,3
34947,44796,3
34961,40123,3
34985,85200,3
34996,3389,3
35016,21271,3
35019,103147,3
35058,75193,3
35096,109745,3
35123,28177,3
35191,134609,3
35261,72324,3
35311,90728,3
35359,132962,3
35373,55707,3
35416,180964,3
35440,147887,3
35454,11652,3
35481,69275,3
35494,6229,3
35556,173583,3
35602,184749,3
35668,149272,3
35699,78007,3
35747,160311,3
35761,155500,3
35808,179492,3
35865,151984,3
35888,121208,3
35921,5714,3
35990,7475,3
36068,145962,3
36106,42630,3
36188,4765,3
36203,109351,3
36220,103,3
36224,46190,3
36396,23994,3
36430,154754,3
36455,160128,3
36506,11991,3
36590,126065,3
36657,61570,3
36761,70753,3
36838,104059,3
36852,77382,3
36857,375,3
36901,60071,3
37018,100150,3
37058,14308,3
37067,74365,3
37070,28459,3
37114,78481,3
37183,60793,3
37208,98642,3
37299,150028,3
37568,135541,3
37574,113896,3
37640,182814,3
37716,116243,3
37778,6008,3
37783,168906,3
37906,113960,3
37926,93650,3
37999,132359,3
38016,147928,3
38162,188124,3
38205,157069,3
38280,93715,3
38343,71654,3
38433,170677,3
38447,12604,3
38479,184113,3
38486,81221,3
38490,148684,3
38512,116631,3
38515,21184,3
38579,176629,3
38681,99757,3
38687,76722,3
38701,73816,3
38724,120389,3
38761,93401,3
38788,64395,3
38830,135248,3
38893,53150,3
38921,142766,3
39015,135326,3
39021,108465,3
39078,121031,3
39167,42479,3
39205,122704,3
39429,58919,3
39479,160904,3
39522,161302,3
39601,133965,3
39604,92119,3
39646,27510,3
39694,88852,3
39702,188659,3
39705,157125,3
39726,177982,3
39729,182248,3
39732,171016,3
39750,74955,3
39780,73504,3
39815,8688,3
39832,78487,3
39957,93339,3
39967,145100,3
40031,147996,3
40191,6327,3
40283,184283,3
40321,2631,3
40387,135924,3
40403,119388,3
40523,11163,3
40693,161199,3
40718,17942,3
40806,58473,3
40877,7330,3
40909,69335,3
40986,67145,3
41006,80818,3
41009,168867,3
41021,112160,3
41047,8643,3
41148,123355,3
41155,92966,3
41276,104621,3
41289,36786,3
41324,81890,3
41402,151804,3
41416,23602,3
41427,173806,3
41516,184983,3
41595,81084,3
41605,54985,3
41638,150565,3
41659,184247,3
41662,112705,3
41736,48841,3
41743,101174,3
41821,38897,3
41876,72297,3
41946,56076,3
41952,89183,3
41965,158564,3
42044,176068,3
42126,80494,3
42140,104309,3
42189,94075,3
42202,71567,3
42280,32210,3
42362,6093,3
42482,132253,3
42572,151300,3
42665,74338,3
42681,102938,3
42686,26088,3
42771,146501,3
42830,69113,3
42912,164045,3
43074,44178,3
43110,37210,3
43123,77133,3
43164,33711,3
43221,68336,3
43402,161944,3
43511,42392,3
43518,181828,3
43576,111054,3
43635,73842,3
43644,5147,3
43664,166150,3
43711,92338,3
43744,143418,3
43827,16854,3
44053,158574,3
44056,191822,3
44213,41715,3
44282,2382,3
44341,120575,3
44350,86967,3
44427,106023,3
44442,93132,3
44590,46095,3
44611,81230,3
44654,155125,3
44657,114498,3
44772,93907,3
44799,12121,3
44811,10797,3
44828,74446,3
45021,4801,3
45032,27811,3
45097,144621,3
45101,103532,3
45120,170495,3
45123,47598,3
45244,42432,3
45371,162294,3
45392,67963,3
45449,160945,3
45511,77138,3
45549,129911,3
45553,3834,3
45559,30726,3
45564,166717,3
45623,113513,3
45648,21874,3
45732,79400,3
45737,115604,3
45836,153678,3
45908,88965,3
46060,89018,3
46079,33726,3
46090,177271,3
46105,133365,3
46124,32401,3
46167,139269,3
46199,190566,3
46258,52593,3
46278,115735,3
46290,74394,3
46297,40495,3
46306,60755,3
46323,143759,3
46328,179845,3
46351,160362,3
46368,159113,3
46388,106574,3
46395,1487,3
46401,20256,3
46423,47366,3
46455,136649,3
46465,96163,3
46491,110108,3
46515,61533,3
46572,140626,3
46575,188101,3
46578,123649,3
46622,62121,3
46644,147112,3
46671,141732,3
46676,84176,3
46680,170925,3
46695,159449,3
46711,12182,3
46723,104759,3
46748,54016,3
46763,149691,3
46779,62489,3
46803,131142,3
46815,13711,3
46821,30745,3
46833,187042,3
46896,13673,3
46916,2318,3
46964,78018,3
46967,174492,3
46990,87036,3
47014,71019,3
47037,82145,3
47048,130205,3
47067,42924,3
47088,10831,3
47092,27024,3
47104,825,3
47109,51128,3
47112,134828,3
47115,169563,3
47118,141014,3
47158,143227,3
47162,153090,3
47166,175954,3
47183,103911,3
47210,143944,3
47213,182797,3
47221,3246,3
47231,10525,3
47235,81950,3
47248,181969,3
47265,88872,3
47274,62141,3
47287,173621,3
47302,140048,3
47310,184095,3
47332,137464,3
47341,16947,3
47354,19209,3
47372,145712,3
47389,158356,3
47393,142446,3
47401,14592,3
47424,149240,3
47430,80379,3
47458,137822,3
47465,52207,3
47493,76989,3
47510,109116,3
47513,183094,3
47525,171006,3
47540,98447,3
47555,8974,3
47582,62003,3
47610,36632,3
47634,37077,3
47638,10251,3
47663,145478,3
47713,88294,3
47758,42412,3
47797,110268,3
47835,170656,3
47847,82847,3
47866,146887,3
47892,123314,3
47896,41105,3
47930,25435,3
47952,90583,3
47959,51940,3
47963,19431,3
48001,114697,3
48020,45038,3
48033,117327,3
48039,163420,3
48055,168088,3
48075,151814,3
48091,98605,3
48119,61432,3
48122,10505,3
48140,32499,3
48143,48708,3
48158,51237,3
48162,190173,3
48195,28413,3
48200,58327,3
48205,116415,3
48259,164987,3
48266,78910,3
48275,142707,3
48282,117217,3
48287,115539,3
48298,16267,3
48301,33209,3
48310,1655,3
48313,120557,3
48317,103957,3
48324,98297,3
48327,55928,3
48339,87379,3
48356,165377,3
48363,102715,3
48370,66721,3
48377,78542,3
48400,187253,3
48407,63993,3
48413,124538,3
48421,159374,3
48429,27107,3
48452,130269,3
48463,12138,3
48469,78879,3
48476,29111,3
48479,111082,3
48502,168664,3
48505,80534,3
48516,185444,3
48519,175569,3
48534,187736,3
48545,107652,3
48553,98769,3
48556,168693,3
48576,47062,3
48582,28737,3
48591,25477,3
48603,148092,3
48608,106841,3
48628,65741,3
48631,163955,3
48635,45195,3
48640,166117,3
48643,115745,3
48652,17051,3
48659,90399,3
48670,89514,3
48675,129367,3
48692,27322,3
48706,171519,3
48710,34071,3
48720,114097,3
48735,49093,3
48746,47123,3
48760,132147,3
48764,95724,3
48771,108075,3
48840,8577,3
48854,115600,3
48862,93219,3
48865,144846,3
48883,115095,3
48889,33406,3
48897,91050,3
48901,111826,3
48906,77708,3
48911,184598,3
48920,155024,3
48940,66880,3
48945,83748,3
48948,65914,3
48955,36205,3
48965,36698,3
48975,122698,3
48978,63608,3
48982,19874,3
48995,187576,3
49001,132959,3
49005,162608,3
49032,176000,3
49043,9196,3
49048,169275,3
49060,26248,3
49085,80007,3
49092,101326,3
49095,189637,3
49106,53911,3
49124,178565,3
49127,139321,3
49135,189787,3
49145,127239,3
49154,67216,3
49167,26797,3
49171,35024,3
49178,2051,3
49194,106910,3
49199,84322,3
49220,28032,3
49329,7246,3
49332,53312,3
49344,185994,3
49350,85405,3
49357,13013,3
49360,49877,3
49375,168178,3
49380,97424,3
49410,17335,3
49433,182021,3
49445,161324,3
49451,41716,3
49454,79523,3
49459,33223,3
49469,73445,3
49481,13986,3
49484,78424,3
49489,3808,3
49499,135468,3
49554,27478,3
49573,127001,3
49601,66225,3
49606,66123,3
49637,191964,3
49648,137495,3
49657,83356,3
49668,15157,3
49677,111656,3
49682,143856,3
49707,72523,3
49715,175211,3
49718,19031,3
49722,169957,3
49730,43082,3
49734,50018,3
49760,68386,3
49782,174628,3
49786,157814,3
49802,138512,3
49805,167844,3
49809,128622,3
49817,88888,3
49823,168907,3
49826,81680,3
49839,60151,3
49845,186100,3
49851,111866,3
49855,24925,3
49858,80225,3
49862,17574,3
49869,174835,3
49878,169728,3
49883,23902,3
49895,80385,3
49903,44176,3
49908,61931,3
49924,147466,3
49932,124241,3
49938,171458,3
49946,75395,3
49950,134261,3
49973,182813,3
49981,142629,3
49989,173481,3
49993,142442,3
50022,184593,3
50033,39866,3
50037,29134,3
50041,100376,3
50045,179686,3
50136,109412,3
50150,104040,3
50174,114757,3
50185,65463,3
50193,78414,3
50206,122877,3
50209,66339,3
50213,12919,3
50224,149105,3
50254,17507,3
50263,35719,3
50271,60905,3
50275,60418,3
50279,184737,3
50292,54663,3
50295,112357,3
50306,143004,3
50309,166111,3
50316,12401,3
50324,80470,3
50330,90284,3
50350,164124,3
50353,3243,3
50464,135117,3
50476,65558,3
50482,119781,3
50494,173929,3
50499,53973,3
50503,47377,3
50510,3058,3
50518,82534,3
50527,56342,3
50533,80032,3
50538,122893,3
50551,42429,3
50574,109475,3
50577,24756,3
50589,92360,3
50599,75078,3
50602,88751,3
50608,48996,3
50617,113867,3
50631,139410,3
50635,769,3
50644,29458,3
50653,35097,3
50656,29771,3
50659,119673,3
50662,184073,3
50673,125097,3
50679,167632,3
50692,131643,3
50697,138058,3
50712,163449,3
50723,123682,3
50726,29505,3
50741,159592,3
50748,18271,3
50756,105126,3
50769,85957,3
50781,31124,3
50789,176857,3
50794,112561,3
50798,120204,3
50803,118121,3
50806,180849,3
50809,61106,3
50828,102911,3
50833,46143,3
50840,123405,3
50844,187546,3
50848,113934,3
50859,128279,3
50862,172559,3
50870,130857,3
50908,142845,3
50912,59724,3
50927,32338,3
50936,90846,3
50942,29074,3
50947,128361,3
50961,21072,3
50966,55982,3
50971,158079,3
50983,101678,3
50990,90273,3
51001,36159,3
51022,108593,3
51043,93772,3
51050,48668,3
51061,52346,3
51066,82721,3
51079,166273,3
51084,154652,3
51090,125559,3
51093,134739,3
51098,157638,3
51106,191817,3
51150,73878,3
51172,137104,3
51176,23134,3
51181,157443,3
51184,72339,3
51205,152058,3
51210,36931,3
51214,37926,3
51226,188285,3
51234,55522,3
51237,27994,3
51240,46917,3
51264,134124,3
51278,167681,3
51299,85867,3
51304,144503,3
51309,55021,3
51314,122839,3
51335,190305,3
51349,184282,3
51354,36633,3
51358,6232,3
51364,151390,3
51367,129496,3
51381,134490,3
51385,26777,3
51390,96267,3
51395,22126,3
51398,119674,3
51406,125283,3
51414,37463,3
51421,144721,3
51424,179369,3
51427,163157,3
51441,148233,3
51446,79078,3
51449,92677,3
51456,14223,3
51464,98997,3
51470,117239,3
51478,139982,3
51489,179350,3
51494,78851,3
51501,148691,3
51528,25421,3
51532,57574,3
51535,122532,3
51538,17366,3
51546,47516,3
51553,54569,3
51572,27208,3
51578,97958,3
51586,56686,3
51590,141539,3
51601,132165,3
51616,147771,3
51621,88996,3
51637,191947,3
51644,10724,3
51647,189896,3
51650,87777,3
51657,139694,3
51662,100592,3
51668,11779,3
51678,50312,3
51693,113007,3
51704,104715,3
51709,103775,3
51713,182920,3
51719,21207,3
51737,189611,3
51740,159352,3
51748,142886,3
51755,172363,3
51767,18476,3
51771,32228,3
51774,79529,3
51782,63870,3
51786,145792,3
51790,95902,3
51797,7617,3
51813,52830,3
51820,127912,3
51823,53117,3
51831,4844,3
51839,61697,3
51887,45109,3
51899,158227,3
51920,77742,3
51955,54078,3
51958,14773,3
51961,91056,3
51964,174473,3
51967,18889,3
51974,33793,3
51979,63624,3
51986,79148,3
51996,73771,3
51999,122624,3
52006,65982,3
52012,159334,3
52024,121638,3
52027,107175,3
52040,51055,3
52045,189263,3
52050,1136,3
52060,48035,3
52067,166070,3
52072,154731,3
52082,115504,3
52085,55286,3
52110,142064,3
52153,44945,3
52158,82264,3
52166,8724,3
52171,32563,3
52189,100310,3
52193,101550,3
52241,160966,3
52246,59166,3
52253,99585,3
52259,18062,3
52270,182481,3
52274,45231,3
52280,63118,3
52283,86376,3
52290,29948,3
52306,123722,3
52309,32949,3
52314,16572,3
52317,16738,3
52331,189045,3
52335,28934,3
52340,143694,3
52348,132057,3
52371,136775,3
52376,40827,3
52379,126176,3
52386,142246,3
52391,111112,3
52396,147317,3
52399,87849,3
52421,57142,3
52435,59359,3
52438,192553,3
52447,173953,3
52476,167530,3
52493,92161,3
52552,84905,3
52555,25019,3
52568,174742,3
52572,49603,3
52579,68056,3
52582,62594,3
52587,187154,3
52603,108366,3
52607,54993,3
52614,142827,3
52623,103352,3
52660,183327,3
52663,117241,3
52671,163977,3
52677,75362,3
52686,100305,3
52689,154865,3
52704,76018,3
52712,3418,3
52722,112704,3
52728,59808,3
52731,4763,3
52736,144180,3
52744,75478,3
52755,133518,3
52758,22177,3
52806,32196,3
52809,105198,3
52821,11214,3
52837,92550,3
52857,180638,3
52866,112593,3
52870,109030,3
52878,117538,3
52883,59189,3
52888,107357,3
52895,47493,3
52901,335,3
52904,143046,3
52909,108527,3
52921,113774,3
52924,139574,3
52938,75022,3
52946,70342,3
52949,112657,3
52959,74845,3
52962,153314,3
52966,110543,3
52970,142748,3
52977,137098,3
52982,172544,3
52989,136170,3
53017,179247,3
53025,126196,3
53030,28321,3
53043,57115,3
53052,180308,3
53057,88572,3
53061,88101,3
53067,111906,3
53097,18060,3
53104,139494,3
53118,13828,3
53147,33152,3
53157,135255,3
53164,97677,3
53197,179751,3
53220,42319,3
53254,173516,3
53279,150016,3
53290,181605,3
53310,18241,3
53347,35130,3
53368,31179,3
53419,191633,3
53427,31878,3
53440,182356,3
53475,119374,3
53481,105968,3
53498,133806,3
53531,42033,3
53548,12647,3
53569,126511,3
53575,15026,3
53581,28617,3
53590,132254,3
53604,117883,3
53621,189283,3
53671,119668,3
53703,53246,3
53721,191566,3
53740,120959,3
53764,2102,3
53777,176020,3
53811,18416,3
53820,71201,3
53850,186465,3
53862,101059,3
53868,81724,3
53885,121829,3
53897,83003,3
53907,96344,3
53910,67956,3
53915,18374,3
53920,103151,3
53933,87060,3
53957,171086,3
53986,159715,3
53996,185531,3
54003,18459,3
54029,35902,3
54041,139768,3
54059,50061,3
54120,98639,3
54123,127117,3
54128,96076,3
54145,148344,3
54168,39959,3
54180,56607,3
54221,465,3
54227,29166,3
54252,168383,3
54258,182071,3
54281,52977,3
54297,136348,3
54302,90548,3
54320,55597,3
54353,3245,3
54366,38155,3
54395,93988,3
54400,172163,3
54444,5776,3
54472,94151,3
54488,129348,3
54503,50351,3
54523,90725,3
54533,151855,3
54546,149822,3
54551,103565,3
54554,188741,3
54557,101121,3
54567,14276,3
54571,45043,3
54574,151642,3
54584,56787,3
54587,88758,3
54601,190513,3
54607,149800,3
54610,131611,3
54619,166173,3
54628,136427,3
54646,30733,3
54654,76414,3
54668,185340,3
54671,124047,3
54678,143979,3
54685,81104,3
54690,82188,3
54693,67538,3
54701,116198,3
54706,138084,3
54709,18171,3
54724,88496,3
54730,17589,3
54734,100272,3
54741,11319,3
54751,56602,3
54756,187492,3
54760,89283,3
54818,118203,3
54827,185117,3
54831,44294,3
54835,39024,3
54839,84432,3
54847,12741,3
54860,107643,3
54863,11862,3
54870,1174,3
54876,182533,3
54879,105667,3
54893,127992,3
54896,145726,3
54902,191973,3
54906,176289,3
54912,98585,3
54916,157962,3
54921,73332,3
54927,71761,3
54936,190428,3
54941,152915,3
54945,155571,3
54948,18160,3
54955,85656,3
54958,3464,3
54969,18101,3
54973,114762,3
54999,176745,3
55005,141590,3
55017,83120,3
55022,51218,3
55025,93755,3
55028,57754,3
55033,119408,3
55037,170725,3
55046,2402,3
55053,120792,3
55058,143391,3
55061,107466,3
55070,54151,3
55073,67807,3
55077,52722,3
55080,154574,3
55083,134229,3
55091,47490,3
55094,156255,3
55105,149450,3
55112,81475,3
55124,131864,3
55127,165326,3
55139,186795,3
55143,144418,3
55152,120751,3
55156,122767,3
55161,104606,3
55164,19068,3
55170,141830,3
55184,43725,3
55189,94576,3
55192,163972,3
55202,43279,3
55210,82873,3
55248,92267,3
55251,150746,3
55283,169711,3
55307,23661,3
55342,31707,3
55346,40431,3
55353,16278,3
55363,19301,3
55403,137361,3
55408,2349,3
55434,105151,3
55454,130238,3
55490,6539,3
55499,54975,3
55528,85565,3
55574,118398,3
55587,17626,3
55615,44815,3
55622,101923,3
55645,29190,3
55686,161539,3
55690,72962,3
55757,163256,3
55807,181368,5
55811,13753,5
55814,158223,5
55817,190809,5
55825,108885,5
55828,50474,5
55847,123943,5
55850,46286,5
55882,46907,5
55898,50833,5
55924,133736,5
55964,27506,5
55967,122543,5
55985,49599,5
56004,68409,5
56013,166788,5
56021,66217,5
56032,105498,5
56059,10382,5
56073,68002,5
56093,35337,5
56174,21199,5
56198,16752,5
56225,179517,5
56295,176371,5
56315,77878,5
56340,17465,5
56355,72376,5
56362,25275,5
56471,20344,5
56485,114082,5
56509,169614,5
56512,191901,5
56648,98610,5
56666,55254,5
56720,142403,5
56762,3554,5
56808,65298,5
56814,73537,5
56843,88167,5
56852,157373,5
56886,16079,5
56908,35083,5
56941,55006,5
57002,41831,5
57008,140473,5
57037,82746,5
57089,52443,5
57147,117596,5
57151,19138,5
57209,161380,5
57228,49557,5
57265,178021,5
57283,117823,5
57327,127507,5
57347,10325,5
57428,44360,5
57456,91898,5
57527,28664,5
57552,188890,5
57558,56658,5
57579,36458,5
57654,184557,5
57718,179976,5
57727,37202,5
57739,78587,5
57748,140772,5
57809,121127,5
57873,48218,5
57928,20924,5
57968,87804,5
58002,175462,5
58006,156877,5
58012,140728,5
58036,79453,5
58061,134607,5
58087,10411,5
58113,81366,5
58227,98404,5
58244,25277,5
58291,174375,5
58327,66272,5
58339,98550,5
58361,45664,5
58403,59562,5
58417,152356,5
58451,155609,5
58471,129026,5
58529,87690,5
58550,79774,5
58562,125329,5
58575,130082,5
58606,95995,5
58610,89518,5
58613,106478,5
58621,155163,5
58695,97778,5
58700,151159,5
58723,131012,5
58738,59549,5
58779,94842,5
58794,12693,5
58831,47794,5
58841,53236,5
58851,176990,5
58967,135016,5
59029,94958,5
59043,156552,5
59065,5663,5
59090,141746,5
59095,183338,5
59122,5682,5
59154,44684,5
59182,169715,5
59269,134581,5
59275,4993,5
59370,87937,5
59373,49324,5
59415,13446,5
59418,185259,5
59484,107440,5
59505,40109,5
59521,3343,5
59572,134630,5
59654,25820,5
59688,67316,5
59710,63599,5
59787,174820,5
59840,99399,5
59902,45327,5
59921,76215,5
59948,8320,5
59985,62741,5
60028,58407,5
60072,188045,5
60137,154470,5
60282,95000,5
60288,62524,5
60292,10826,5
60429,183675,5
60533,63927,5
60566,101019,5
60583,153952,5
60626,149165,5
60653,88960,5
60671,189328,5
60731,74466,5
60756,14876,5
60767,70000,5
60799,64511,5
60818,128325,5
60831,28040,5
60909,149829,5
60986,114038,5
61024,63481,5
61046,174459,5
61065,127755,5
61083,14146,5
61097,85718,5
61112,118439,5
61199,107722,5
61231,90637,5
61254,87305,5
61281,38610,5
61309,190935,5
61321,66392,5
61385,19439,5
61420,108247,5
61455,189506,5
61471,103003,5
61482,100330,5
61538,9453,5
61555,44897,5
61575,143533,5
61589,61188,5
61629,125012,5
61664,27012,5
61677,161766,5
61769,89134,5
61805,152253,5
61812,3986,5
61842,184948,5
61888,132207,5
62030,167611,5
62041,179024,5
62057,119362,5
62100,18796,5
62123,42919,5
62134,94331,5
62173,79516,5
62200,35111,5
62253,153456,5
62298,86210,5
62332,38979,5
62341,33749,5
62349,188830,5
62366,95158,5
62377,5925,5
62385,42804,5
62431,25209,5
62434,26426,5
62463,63920,5
62544,189296,5
62548,49235,5
62613,129848,5
62617,105168,5
62632,82837,5
62651,33534,5
62660,59154,5
62672,97460,5
62697,190078,5
62732,123063,5
62754,184838,5
62818,25521,5
62824,72664,5
62832,145741,5
62876,190165,5
62884,76219,5
62888,147055,5
62904,147480,5
62913,40904,5
62933,181997,5
62978,48567,5
62987,128537,5
62994,178255,5
63024,84097,5
63031,22704,5
63060,150948,5
63087,93288,5
63095,53890,5
63105,75441,5
63148,78806,5
63157,98588,5
63164,94484,5
63185,76084,5
63231,167085,5
63249,102702,5
63276,16689,5
63280,56969,5
63364,179380,5
63381,5621,5
63390,65100,5
63397,79135,5
63412,57779,5
63484,174077,5
63492,16362,5
63515,2519,5
63526,82006,5
63641,183678,5
63682,117654,5
63686,35546,5
63748,103149,5
63914,60499,5
63979,162523,5
64038,112494,5
64068,145575,5
64071,118732,5
64082,26053,5
64133,149857,5
64164,116875,5
64178,111805,5
64183,58702,5
64198,56802,5
64211,56898,5
64237,174646,5
64254,82455,5
64287,158524,5
64314,139886,5
64343,157402,5
64371,167842,5
64389,82777,5
64436,176495,5
64471,129564,5
64519,116137,5
64658,157238,5
64662,2686,5
64683,37831,5
64729,25602,5
64738,173407,5
64774,30797,5
64789,81175,5
64817,144833,5
64832,75947,5
64865,82751,5
64902,109135,5
64913,165794,5
64934,10560,5
64943,72972,5
65068,10373,5
65090,47760,5
65124,122887,5
65134,132822,5
65175,129172,5
65204,129455,5
65237,143948,5
65243,147148,5
65275,185809,5
65283,189545,5
65302,82398,5
65656,131342,5
65675,41150,5
65704,2782,5
65759,140480,5
65813,52415,5
65830,105531,5
65859,175461,5
65876,129141,5
65888,28504,5
65902,120927,5
65914,75699,5
